trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
778,False,"{'a': 0.5, 'e': 0.95}",20,0,-131.60362597403022,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
779,False,"{'a': 0.5, 'e': 0.95}",25,0,-121.6844879760286,"{0: 13, 1: 6, 2: 3, 3: 2, 4: 1}",0
780,False,"{'a': 0.5, 'e': 0.95}",25,0,-166.30333414361448,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
781,False,"{'a': 0.5, 'e': 0.95}",20,14,3.019196296624334,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.95}",25,0,-162.56715872112304,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
783,False,"{'a': 0.5, 'e': 0.95}",25,0,-110.3078015587901,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
784,False,"{'a': 0.5, 'e': 0.95}",20,0,-92.33568429090597,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
785,False,"{'a': 0.5, 'e': 0.95}",20,0,-136.10234650035224,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
786,False,"{'a': 0.5, 'e': 0.95}",20,0,-40.857842872296004,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
787,False,"{'a': 0.5, 'e': 0.95}",30,7,-75.80760815482884,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 1}",1
788,False,"{'a': 0.5, 'e': 0.95}",35,0,-183.4755867221052,"{0: 22, 1: 4, 2: 5, 3: 1, 4: 3}",0
789,False,"{'a': 0.5, 'e': 0.95}",20,0,-192.44970797738964,"{0: 6, 1: 2, 2: 9, 3: 1, 4: 2}",0
790,False,"{'a': 0.5, 'e': 0.95}",20,5,-44.53340354064088,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 0}",1
791,False,"{'a': 0.5, 'e': 0.95}",25,0,-108.65941355724642,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
792,False,"{'a': 0.5, 'e': 0.95}",20,0,-116.83482623507732,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
793,False,"{'a': 0.5, 'e': 0.95}",20,0,-28.018964345217395,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
794,False,"{'a': 0.5, 'e': 0.95}",20,0,-126.44127273128902,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
795,False,"{'a': 0.5, 'e': 0.95}",20,13,-11.10756778013096,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.95}",35,0,-177.91129073638044,"{0: 22, 1: 0, 2: 8, 3: 4, 4: 1}",0
797,False,"{'a': 0.5, 'e': 0.95}",20,0,-163.7260748759028,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",0
798,False,"{'a': 0.5, 'e': 0.95}",30,0,-101.97201603567832,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
799,False,"{'a': 0.5, 'e': 0.95}",30,0,-93.86056666217843,"{0: 18, 1: 6, 2: 5, 3: 0, 4: 1}",0
800,False,"{'a': 0.5, 'e': 0.95}",20,0,-125.12506980513493,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
801,False,"{'a': 0.5, 'e': 0.95}",30,0,-31.26327388931687,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
802,False,"{'a': 0.5, 'e': 0.95}",25,0,-58.03117366700762,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
803,False,"{'a': 0.5, 'e': 0.95}",20,0,-135.85991384179718,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
804,False,"{'a': 0.5, 'e': 0.95}",20,9,-31.04399366619745,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.95}",20,0,-157.58605047305718,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
806,False,"{'a': 0.5, 'e': 0.95}",25,0,-160.14426344045552,"{0: 10, 1: 2, 2: 12, 3: 0, 4: 1}",0
807,False,"{'a': 0.5, 'e': 0.95}",25,0,-79.8592586481815,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
808,False,"{'a': 0.5, 'e': 0.95}",20,0,-54.54736484333215,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
809,False,"{'a': 0.5, 'e': 0.95}",30,0,-337.6919626141032,"{0: 12, 1: 2, 2: 8, 3: 3, 4: 5}",0
810,False,"{'a': 0.5, 'e': 0.95}",30,0,-106.77056325068318,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
811,False,"{'a': 0.5, 'e': 0.95}",20,0,-122.76387220178736,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
812,False,"{'a': 0.5, 'e': 0.95}",20,0,-19.019261950628998,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
813,False,"{'a': 0.5, 'e': 0.95}",20,0,-35.07137656833523,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
814,False,"{'a': 0.5, 'e': 0.95}",20,0,-25.226162982932745,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
815,False,"{'a': 0.5, 'e': 0.95}",20,0,-56.28136675011591,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
816,False,"{'a': 0.5, 'e': 0.95}",20,0,-121.5900712574456,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
817,False,"{'a': 0.5, 'e': 0.95}",25,1,-59.62579856358321,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 1}",1
818,False,"{'a': 0.5, 'e': 0.95}",20,0,-120.2015006847993,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
819,False,"{'a': 0.5, 'e': 0.95}",20,0,-33.38019131168017,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
820,False,"{'a': 0.5, 'e': 0.95}",25,0,-66.4349523010096,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
821,False,"{'a': 0.5, 'e': 0.95}",30,0,-94.78038325472322,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
822,False,"{'a': 0.5, 'e': 0.95}",30,0,-177.06797052940894,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
823,False,"{'a': 0.5, 'e': 0.95}",20,0,-89.84140768623065,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
824,False,"{'a': 0.5, 'e': 0.95}",30,0,-119.81067027456095,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
825,False,"{'a': 0.5, 'e': 0.95}",30,0,-140.39936237879206,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
826,False,"{'a': 0.5, 'e': 0.95}",25,0,-147.26329154169295,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
827,False,"{'a': 0.5, 'e': 0.95}",30,0,-198.79357869697714,"{0: 16, 1: 3, 2: 8, 3: 0, 4: 3}",0
828,False,"{'a': 0.5, 'e': 0.95}",20,0,-104.58591387348038,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
829,False,"{'a': 0.5, 'e': 0.95}",25,0,-82.67362358160611,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
830,False,"{'a': 0.5, 'e': 0.95}",20,0,-40.257918301926274,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
831,False,"{'a': 0.5, 'e': 0.95}",25,0,-114.76747325312817,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
832,False,"{'a': 0.5, 'e': 0.95}",25,0,-154.69526790431865,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
833,False,"{'a': 0.5, 'e': 0.95}",20,0,-103.6037719817513,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
834,False,"{'a': 0.5, 'e': 0.95}",20,0,-59.637595982185296,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
835,False,"{'a': 0.5, 'e': 0.95}",25,0,-94.08169284988092,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
836,False,"{'a': 0.5, 'e': 0.95}",20,0,-122.52970339632805,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
837,False,"{'a': 0.5, 'e': 0.95}",25,0,-104.97964766203671,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
838,False,"{'a': 0.5, 'e': 0.95}",30,0,-123.73457564656505,"{0: 13, 1: 7, 2: 9, 3: 1, 4: 0}",0
839,False,"{'a': 0.5, 'e': 0.95}",20,0,-66.8341098676096,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
840,False,"{'a': 0.5, 'e': 0.95}",20,0,-183.36698618771393,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
841,False,"{'a': 0.5, 'e': 0.95}",25,0,-135.92929723840354,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
842,False,"{'a': 0.5, 'e': 0.95}",25,0,-92.07205044284365,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
843,False,"{'a': 0.5, 'e': 0.95}",25,0,-114.59097689126978,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
844,False,"{'a': 0.5, 'e': 0.95}",20,0,-70.80746330821644,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
845,False,"{'a': 0.5, 'e': 0.95}",35,0,-79.34042024838182,"{0: 23, 1: 7, 2: 3, 3: 2, 4: 0}",0
846,False,"{'a': 0.5, 'e': 0.95}",20,1,-58.531760022936844,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.95}",30,0,-173.9344252667222,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
848,False,"{'a': 0.5, 'e': 0.95}",20,0,-177.40697133003647,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
849,False,"{'a': 0.5, 'e': 0.95}",25,0,-114.49535670653424,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
850,False,"{'a': 0.5, 'e': 0.95}",20,0,-57.20265177936403,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
851,False,"{'a': 0.5, 'e': 0.95}",25,0,-99.07309048737994,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
852,False,"{'a': 0.5, 'e': 0.95}",20,0,-66.88865703322607,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
853,False,"{'a': 0.5, 'e': 0.95}",20,5,-52.4245196885618,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
854,False,"{'a': 0.5, 'e': 0.95}",20,0,-67.25399786767245,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
855,False,"{'a': 0.5, 'e': 0.95}",30,0,-162.11736637305873,"{0: 15, 1: 6, 2: 7, 3: 0, 4: 2}",0
856,False,"{'a': 0.5, 'e': 0.95}",20,0,-56.22504940447149,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
857,False,"{'a': 0.5, 'e': 0.95}",20,0,-100.32632829516423,"{0: 10, 1: 0, 2: 9, 3: 1, 4: 0}",0
858,False,"{'a': 0.5, 'e': 0.95}",35,0,-118.21846551935248,"{0: 23, 1: 4, 2: 6, 3: 1, 4: 1}",0
859,False,"{'a': 0.5, 'e': 0.95}",30,0,-162.98533909587005,"{0: 19, 1: 0, 2: 7, 3: 2, 4: 2}",0
860,False,"{'a': 0.5, 'e': 0.95}",25,0,-57.801277551081895,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
861,False,"{'a': 0.5, 'e': 0.95}",20,2,-21.375008465463637,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.95}",25,8,-111.33678437815836,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 2}",1
863,False,"{'a': 0.5, 'e': 0.95}",20,0,-74.03977157472373,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.95}",20,0,-78.94458041713179,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
865,False,"{'a': 0.5, 'e': 0.95}",35,0,-139.14067868392985,"{0: 23, 1: 4, 2: 5, 3: 1, 4: 2}",0
866,False,"{'a': 0.5, 'e': 0.95}",20,12,-6.930552566925282,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.95}",30,0,-235.87557649678456,"{0: 14, 1: 6, 2: 6, 3: 0, 4: 4}",0
868,False,"{'a': 0.5, 'e': 0.95}",25,0,-151.50026378497782,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
869,False,"{'a': 0.5, 'e': 0.95}",30,0,-269.52032293647824,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 5}",0
870,False,"{'a': 0.5, 'e': 0.95}",35,9,-106.19214983428881,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 1}",1
871,False,"{'a': 0.5, 'e': 0.95}",20,0,-90.94404011094908,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
872,False,"{'a': 0.5, 'e': 0.95}",30,0,-92.78452827681615,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",0
873,False,"{'a': 0.5, 'e': 0.95}",25,0,-77.3260896769468,"{0: 17, 1: 3, 2: 2, 3: 3, 4: 0}",0
874,False,"{'a': 0.5, 'e': 0.95}",20,0,-131.5779591673602,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
875,False,"{'a': 0.5, 'e': 0.95}",30,0,-211.25000823877605,"{0: 14, 1: 2, 2: 10, 3: 2, 4: 2}",0
876,False,"{'a': 0.5, 'e': 0.95}",25,0,-144.52629120880295,"{0: 11, 1: 5, 2: 7, 3: 1, 4: 1}",0
877,False,"{'a': 0.5, 'e': 0.95}",20,0,-110.07734915645437,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
878,False,"{'a': 0.5, 'e': 0.95}",20,0,-118.65632497415936,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
879,False,"{'a': 0.5, 'e': 0.95}",30,7,-75.39017702125876,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.95}",20,0,-117.19624140583153,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
881,False,"{'a': 0.5, 'e': 0.95}",25,0,-127.77284304156352,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
882,False,"{'a': 0.5, 'e': 0.95}",20,0,-49.20218458069365,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
883,False,"{'a': 0.5, 'e': 0.95}",35,0,-246.38096497452372,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 5}",0
884,False,"{'a': 0.5, 'e': 0.95}",25,0,-94.07066144830985,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
885,False,"{'a': 0.5, 'e': 0.95}",30,15,-80.28366051079689,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 1}",1
886,False,"{'a': 0.5, 'e': 0.95}",20,3,-94.8009184565396,"{0: 9, 1: 5, 2: 0, 3: 2, 4: 1}",1
887,False,"{'a': 0.5, 'e': 0.95}",20,0,-45.58537762389634,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
888,False,"{'a': 0.5, 'e': 0.95}",30,0,-121.8111461238341,"{0: 16, 1: 6, 2: 7, 3: 0, 4: 1}",0
889,False,"{'a': 0.5, 'e': 0.95}",30,0,-188.40575237665863,"{0: 18, 1: 0, 2: 7, 3: 3, 4: 2}",0
890,False,"{'a': 0.5, 'e': 0.95}",30,0,-142.02943827505337,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
891,False,"{'a': 0.5, 'e': 0.95}",25,0,-58.964628277849556,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
892,False,"{'a': 0.5, 'e': 0.95}",20,0,-25.972239799813483,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
893,False,"{'a': 0.5, 'e': 0.95}",25,0,-105.97287633134823,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",0
894,False,"{'a': 0.5, 'e': 0.95}",25,0,-87.3299183437782,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
895,False,"{'a': 0.5, 'e': 0.95}",20,0,-45.6936258251009,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
896,False,"{'a': 0.5, 'e': 0.95}",20,0,-273.9373182260687,"{0: 8, 1: 1, 2: 4, 3: 2, 4: 5}",0
897,False,"{'a': 0.5, 'e': 0.95}",25,10,-33.66589548779142,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.95}",25,5,-61.08241332710718,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.95}",20,0,-116.24020954528042,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
900,False,"{'a': 0.5, 'e': 0.05}",25,16,9.501230676983486,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.05}",20,6,24.59607930868903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.05}",20,8,5.85464942008594,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.05}",20,10,18.395865602219537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.05}",20,5,29.32488904776306,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.05}",20,13,15.874135192720615,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.05}",30,10,40.775894404885314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.05}",25,9,17.03046496123287,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.05}",20,16,5.8541900104516875,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.05}",30,13,35.77836021143479,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.05}",20,16,7.390182297026622,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.05}",20,0,33.25469478766626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
912,False,"{'a': 0.5, 'e': 0.05}",30,16,28.476098269430608,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.05}",25,0,15.243203374054387,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
914,False,"{'a': 0.5, 'e': 0.05}",30,14,29.355811674667844,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.05}",20,7,6.783049814090229,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.05}",20,5,11.5348908667235,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
917,False,"{'a': 0.5, 'e': 0.05}",30,5,48.33280430452472,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.05}",20,0,-54.98662252568922,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
919,False,"{'a': 0.5, 'e': 0.05}",20,8,25.151941860078388,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.05}",25,15,6.6004654387893975,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 0.05}",20,12,15.279190019783712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.5, 'e': 0.05}",20,0,32.6375036382232,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
923,False,"{'a': 0.5, 'e': 0.05}",25,18,13.708489893197882,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.5, 'e': 0.05}",25,8,33.385840949354865,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.5, 'e': 0.05}",25,13,24.66491147269199,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.5, 'e': 0.05}",30,23,11.20256223396892,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.05}",20,8,20.284863791821085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.5, 'e': 0.05}",20,12,15.314909620472896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.05}",20,6,29.43040197492441,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.5, 'e': 0.05}",30,8,36.05753312917094,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.5, 'e': 0.05}",25,0,16.744547177216113,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
932,False,"{'a': 0.5, 'e': 0.05}",25,18,15.165746068583125,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.5, 'e': 0.05}",25,11,13.277113426912425,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
934,False,"{'a': 0.5, 'e': 0.05}",20,3,26.369561788445573,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.5, 'e': 0.05}",35,20,25.981923029583847,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.5, 'e': 0.05}",20,6,25.18129435846536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.5, 'e': 0.05}",20,1,-15.237894234987966,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
938,False,"{'a': 0.5, 'e': 0.05}",25,20,10.925338668011474,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.5, 'e': 0.05}",25,10,26.819483787260626,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.5, 'e': 0.05}",20,2,30.46263192147168,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.05}",20,12,13.841917264367462,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.5, 'e': 0.05}",20,10,16.99363727661125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.5, 'e': 0.05}",20,13,-11.377547794806322,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
944,False,"{'a': 0.5, 'e': 0.05}",30,15,30.55790925643019,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.05}",25,13,17.297546375968825,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.05}",30,14,18.529118222251046,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.5, 'e': 0.05}",20,5,26.029758075487678,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.5, 'e': 0.05}",20,0,28.135930954889485,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
949,False,"{'a': 0.5, 'e': 0.05}",20,0,27.551628846350113,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
950,False,"{'a': 0.5, 'e': 0.05}",25,19,12.5658617222938,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.05}",20,13,15.463730487649524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.5, 'e': 0.05}",25,17,13.402008242419921,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.5, 'e': 0.05}",20,12,2.875504131435252,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.05}",20,9,25.3025320399578,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.5, 'e': 0.05}",20,10,19.901895997299135,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.5, 'e': 0.05}",25,6,20.11592481488857,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
957,False,"{'a': 0.5, 'e': 0.05}",20,12,14.165787771847903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.5, 'e': 0.05}",25,3,29.133696063055023,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.05}",20,13,14.766569597081176,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.5, 'e': 0.05}",20,0,24.746579245015315,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
961,False,"{'a': 0.5, 'e': 0.05}",25,8,16.09230902755057,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
962,False,"{'a': 0.5, 'e': 0.05}",25,20,12.445811991006442,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.5, 'e': 0.05}",20,9,12.76934330033655,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.05}",25,12,20.9803767704673,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.05}",20,2,25.14167947239779,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.5, 'e': 0.05}",30,19,11.234423545653037,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
967,False,"{'a': 0.5, 'e': 0.05}",20,12,14.315622473634427,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.5, 'e': 0.05}",20,11,18.18602052823948,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.5, 'e': 0.05}",20,12,14.836804919355234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.05}",20,9,19.44884212043889,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 0.05}",25,9,16.545020263660426,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.05}",20,0,18.802290725364713,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
973,False,"{'a': 0.5, 'e': 0.05}",30,21,15.466637391598782,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.5, 'e': 0.05}",20,9,19.21632141828361,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
